# CATH_ID	S35_REPS	DOMAINS	NAME
1.10.455.10	2	388	Ribosomal protein S7 domain
1.10.460.10	5	40	Topoisomerase I, domain 2
1.10.468.10	2	52	Photosynthetic Reaction Center, subunit C, domain 2
1.10.470.10	2	4	Variant Surface Glycoprotein, subunit A, domain 2
1.10.472.10	39	711	Cyclin-like
1.10.472.20	3	125	
1.10.472.30	4	9	Transcription elongation factor S-II, central domain
1.10.472.40	1	1	Hypothetical protein mg237 homolog; domain 3
1.10.472.50	4	19	HD-domain/PDEase-like
1.10.472.60	1	1	putative protein disulfide isomerase domain
1.10.472.70	1	14	
1.10.472.80	6	26	
1.10.472.90	2	76	
1.10.472.100	1	1	
1.10.472.110	1	1	
1.10.472.120	1	3	
1.10.472.130	2	11	
1.10.472.140	2	2	
1.10.472.150	1	2	
1.10.472.170	1	2	
1.10.486.10	8	42	PCRA; domain 4
1.10.489.10	2	19	Chloroperoxidase-like
1.10.490.10	49	2636	Globins
1.10.490.20	6	388	Phycocyanins
1.10.490.30	2	7	Colicin
1.10.490.40	1	12	Diphtheria toxin, translocation domain
1.10.490.50	1	1	Antibiotic binding domain of TipA-like multidrug resistance regulators
1.10.490.60	1	71	
1.10.490.70	1	5	
1.10.490.80	1	2	
1.10.490.90	1	9	
1.10.490.100	1	2	
1.10.490.110	1	1	
1.10.490.120	1	3	
1.10.490.130	1	1	
1.10.490.140	1	1	
1.10.490.150	1	4	
1.10.490.160	1	7	
1.10.490.170	1	8	
1.10.506.10	7	21	GTPase Activation - p120gap; domain 1
1.10.506.20	1	2	
1.10.510.10	148	5906	Transferase(Phosphotransferase) domain 1
1.10.510.40	1	3	
1.10.510.50	4	23	
1.10.520.10	10	768	
1.10.520.20	2	6	N-terminal domain of the delta subunit of the F1F0-ATP synthase
1.10.520.30	3	11	AF1862-like domain
1.10.520.40	4	25	
1.10.520.60	1	2	
1.10.530.10	23	1347	
1.10.530.40	7	752	
1.10.530.50	1	6	
1.10.530.60	1	1	
1.10.530.70	1	2	
1.10.532.10	1	9	STAT transcription factor, N-terminal domain
1.10.533.10	53	314	Death Domain, Fas
1.10.533.20	1	1	
1.10.533.30	1	1	
1.10.540.10	32	347	Acyl-CoA dehydrogenase/oxidase, N-terminal domain
1.10.555.10	17	56	Rho GTPase activation protein
1.10.560.10	8	579	GroEL-like equatorial domain
1.10.565.10	29	1754	Retinoid X Receptor
1.10.569.10	2	30	Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 2
1.10.575.10	4	47	P1 Nuclease
1.10.579.10	6	81	DNA Cyclobutane Dipyrimidine Photolyase, subunit A, domain 3
1.10.580.10	4	118	Citrate Synthase, domain 1
1.10.590.10	1	10	Chorismate mutase, AroQ class superfamily, eukaryotic
1.10.599.10	2	10	Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 3
1.10.600.10	50	913	Farnesyl Diphosphate Synthase
1.10.601.10	1	37	RNA Polymerase Primary Sigma Factor
1.10.606.10	3	29	Vanadium-containing Chloroperoxidase, domain 2
1.10.606.20	1	2	
1.10.620.20	20	499	Ribonucleotide Reductase, subunit A
1.10.630.10	55	1401	Cytochrome P450
1.10.630.20	1	12	
1.10.640.10	4	311	Haem peroxidase domain superfamily, animal type
1.10.645.10	4	164	Cytochrome-c3 Hydrogenase, chain B
1.10.645.20	1	15	
1.10.700.10	2	22	Dioxygenase LigAB, LigA subunit
1.10.720.10	4	19	
1.10.720.30	9	16	SAP domain
1.10.720.40	3	6	
1.10.720.50	1	13	PWWP, helical domain
1.10.720.60	2	7	
1.10.720.70	1	3	
1.10.720.80	2	3	
1.10.720.90	1	1	
1.10.720.110	1	1	
1.10.720.120	1	1	
1.10.720.140	1	1	
1.10.720.150	1	1	
1.10.730.10	19	167	Isoleucyl-tRNA Synthetase; Domain 1
1.10.730.20	1	2	
1.10.740.10	1	9	Transferase Inhibitor Protein From Tn5; Chain
1.10.750.10	1	92	von Hippel-Lindau disease tumour suppressor, alpha domain
1.10.750.20	2	14	
1.10.760.10	60	1016	Cytochrome c-like domain
1.10.760.20	1	4	
1.10.780.10	1	11	Hydroxylamine Oxidoreductase; Chain A, domain 1
1.10.790.10	6	83	Prion/Doppel protein, beta-ribbon domain
1.10.790.20	1	3	
1.10.800.10	3	68	Aromatic amino acid hydroxylase
1.10.820.10	2	69	RNA Helicase Chain A , domain 3
1.10.840.10	7	45	Ras guanine-nucleotide exchange factors catalytic domain
1.10.860.10	9	65	DNAb Helicase; Chain A
1.10.870.10	1	3	MHC class II-associated invariant chain, trimerisation domain
1.10.880.10	2	4	Transcription factor, Skn-1-like, DNA-binding domain
1.10.890.10	3	17	HNS-dependent expression A
1.10.890.20	4	25	
1.10.890.30	1	3	
1.10.890.40	1	3	
1.10.930.10	1	11	Syk Kinase; Chain A, domain 2
1.10.940.10	7	37	NusB-like
1.10.950.10	3	21	Villin headpiece domain
1.10.1000.11	3	39	Arf Nucleotide-binding Site Opener,domain 2
1.10.1020.10	3	46	Adenine-specific Methyltransferase, Domain 2
1.10.1030.10	2	40	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
1.10.1040.10	47	340	N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2
1.10.1040.20	2	4	ProC-like, C-terminal domain
1.10.1040.30	3	5	
1.10.1040.40	1	2	
1.10.1040.50	6	37	
1.10.1050.10	2	330	Ribosomal Protein S4 Delta 41; Chain A, domain 1
1.10.1050.20	1	1	
1.10.1060.10	5	137	Alpha-helical ferredoxin
1.10.1060.20	1	1	
1.10.1070.11	3	158	Phosphatidylinositol 3-/4-kinase, catalytic domain
1.10.1070.20	1	10	
1.10.1080.10	3	15	Glutathione Synthetase; Chain A, domain 3
1.10.1090.10	2	66	Cytochrome b-c1 complex subunit 7
1.10.1100.10	1	1	TAFII-230 TBP-binding domain
1.10.1130.10	8	149	Flavocytochrome C3; Chain A
1.10.1130.20	1	2	
1.10.1140.10	3	251	Bovine Mitochondrial F1-atpase; Atp Synthase Beta Chain; Chain D, domain 3
1.10.1160.10	3	56	Glutamyl-trna Synthetase; Domain 2
1.10.1170.10	10	262	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
1.10.1180.10	1	1	B transposition protein, C-terminal domain
1.10.1200.10	43	181	ACP-like
1.10.1200.20	1	63	Colicin E immunity protein
1.10.1200.30	8	166	
1.10.1200.50	1	2	
1.10.1200.60	1	66	
1.10.1200.70	1	1	Glutamyl tRNA-reductase dimerization domain
1.10.1200.80	1	1	Putative flavin oxidoreducatase; domain 2
1.10.1200.90	1	1	DsbA-like domain
1.10.1200.100	1	2	conserved protein domain from corynebacterium diphtheriae
1.10.1200.110	1	6	
1.10.1200.120	3	11	
1.10.1200.130	1	4	
1.10.1200.140	1	4	
1.10.1200.150	1	2	
1.10.1200.160	2	6	
1.10.1200.170	1	4	
1.10.1200.180	1	1	
1.10.1200.190	1	1	
1.10.1200.200	1	4	
1.10.1200.210	3	73	
1.10.1200.220	1	2	
1.10.1200.230	1	2	
1.10.1200.240	2	52	
1.10.1200.260	1	1	
1.10.1200.270	2	12	
1.10.1220.10	30	193	Met repressor-like
1.10.1220.20	1	5	
1.10.1220.30	2	3	
1.10.1220.40	1	3	
1.10.1220.50	1	2	
1.10.1220.60	1	2	
1.10.1220.70	1	1	
1.10.1220.80	1	2	
1.10.1220.90	1	2	
1.10.1220.100	2	55	
1.10.1220.110	1	14	
1.10.1220.150	1	4	
1.10.1220.160	1	16	
1.10.1220.170	2	4	
1.10.1220.180	1	2	
1.10.1240.10	6	24	Methionine synthase domain
1.10.1240.20	2	6	Lytic transglycosylase, superhelical linker domain
1.10.1240.30	2	24	KaiA/RbsU domain
1.10.1240.40	2	5	
1.10.1240.50	2	2	
1.10.1240.60	1	2	
1.10.1240.70	1	2	
1.10.1240.80	1	1	
1.10.1270.10	2	51	TrpR-like
1.10.1270.20	7	67	tRNA(m1g37)methyltransferase, domain 2
1.10.1280.10	10	152	Di-copper center containing domain from catechol oxidase
1.10.1290.10	1	1	Alpha trans-inducing (Alpha-TIF)
1.10.1300.10	10	571	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
1.10.1320.10	1	17	DNA-directed RNA polymerase, N-terminal domain
1.10.1330.10	8	42	Dockerin domain
1.10.1350.10	1	41	Viral capsid alpha domain
1.10.1370.10	3	14	Neurolysin, domain 3
1.10.1370.20	1	3	
1.10.1370.30	3	29	
1.10.1370.40	2	8	
1.10.1380.10	4	18	Neutral endopeptidase , domain2
1.10.1390.10	5	88	
1.10.1400.10	6	99	
1.10.1410.10	6	51	
1.10.1410.20	1	10	2'-5'-oligoadenylate synthetase 1, domain 2
1.10.1410.30	1	68	
1.10.1410.40	4	72	
1.10.1420.10	12	98	
1.10.1440.10	1	3	
1.10.1440.20	1	3	
1.10.1450.10	2	43	Tetraspanin
1.10.1470.10	1	3	YjbJ
1.10.1470.20	1	7	Fatty acid synthase; domain 2
1.10.1490.10	2	2	C-terminal domain of DFF45/ICAD (DFF-C domain)
1.10.1500.10	1	12	
1.10.1510.10	1	1	
1.10.1510.20	1	20	
1.10.1510.30	1	2	
1.10.1520.10	11	80	Ribonuclease III domain
1.10.1520.20	1	2	
1.10.1530.10	10	58	
1.10.1540.10	1	6	BEACH domain
1.10.1580.10	2	4	
1.10.1580.20	1	1	
1.10.1600.10	2	4	
1.10.1610.10	4	50	
1.10.1620.10	2	118	Ribosomal protein L39e
1.10.1620.20	2	17	ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial
1.10.1630.10	2	11	Nuclear receptor coactivator, CREB-bp-like, interlocking domain
1.10.1650.10	2	118	
1.10.1650.20	1	6	
1.10.1660.10	16	76	
1.10.1660.20	2	9	
1.10.1660.30	1	8	
1.10.1660.40	1	1	
1.10.1660.50	1	2	
1.10.1660.60	1	1	
1.10.1660.70	1	1	
1.10.1670.10	15	130	Helix-hairpin-Helix base-excision DNA repair enzymes (C-terminal)
1.10.1670.40	3	14	
1.10.1670.50	1	8	
1.10.1690.10	1	1	
1.10.1710.10	3	13	ProQ/FinO domain
1.10.1720.10	1	4	L-proline 3-hydroxylase, C-terminal domain
1.10.1740.10	16	184	
1.10.1740.30	1	2	Secreted effector protein SifA helical domain
1.10.1740.60	2	131	
1.10.1740.70	1	1	
1.10.1740.80	1	5	
1.10.1740.90	1	2	
1.10.1740.100	2	2	
1.10.1740.110	1	6	
1.10.1740.120	1	2	
1.10.1740.130	1	4	
1.10.1740.140	1	2	
1.10.1740.150	1	8	
1.10.1740.160	1	24	
1.10.1740.170	1	2	
1.10.1740.180	1	5	
1.10.1740.190	1	6	
1.10.1740.200	1	1	
1.10.1740.210	1	2	
1.10.1740.220	1	1	
1.10.1750.10	2	14	
1.10.1760.10	1	18	Actin-related protein 2/3 complex subunit 3
1.10.1760.20	11	46	
1.10.1780.10	9	66	Clp, N-terminal domain
1.10.1790.10	3	7	PRD domain
1.10.1790.20	1	2	
1.10.1790.30	1	2	
1.10.1790.40	1	2	
1.10.1790.50	1	1	
1.10.1810.10	1	8	Anti-Sigma Factor A
1.10.1820.10	1	36	protein kinase ck2 holoenzyme, chain C, domain 1
1.10.1840.10	3	222	main proteinase (3clpro) structure, domain 3
1.10.1850.10	1	10	Scaffold protein D
1.10.1870.10	1	12	Domain 3, Saccharopine reductase
1.10.1900.10	5	39	c-terminal domain of poly(a) binding protein
1.10.1900.20	1	6	Ribosomal protein L20
1.10.1900.30	1	2	
1.10.1900.40	1	1	
1.10.1900.50	1	8	
1.10.2000.10	3	34	Frizzled cysteine-rich domain
1.10.2010.10	1	1	Crustacean CHH/MIH/GIH neurohormone
1.10.2010.20	1	1	
1.10.2020.10	4	82	uronate isomerase, domain 2, chain A
1.10.2030.10	1	31	Anthrax toxin lethal factor, domain 3, chain A
1.10.2040.10	1	3	Protein mu-1, chain B, domain 2
1.10.2050.10	2	13	Protein mu-1, chain B, domain 3
1.10.2060.10	1	1	PutA proline dehydrogenase (PRODH), domain 2
1.10.2080.10	1	9	Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3
1.10.2090.10	1	22	Orange carotenoid-binding protein, N-terminal domain
1.10.3020.10	2	55	alpha-amino acid ester hydrolase ( Helical cap domain)
1.10.3020.20	1	3	
1.10.3030.10	1	1	Gametocyte protein Pfg27
1.10.3040.10	1	2	borna disease virus nucleoprotein, domain 1
1.10.3050.10	1	2	borna disease virus nucleoprotein, domain 2
1.10.3060.10	3	14	Helical scaffold and wing domains of SecA
1.10.3060.20	2	3	
1.10.3070.10	1	2	EhaM-like
1.10.3080.10	2	94	Clc chloride channel
1.10.3090.10	4	30	cca-adding enzyme, domain 2
1.10.3100.10	2	6	Putative cytoplasmic protein
1.10.3100.20	1	3	
1.10.3110.10	3	7	protoporphyrinogen ix oxidase, domain 3
1.10.3110.20	1	2	
1.10.3120.10	3	14	Trigger factor, C-terminal domain
1.10.3130.10	4	65	serine acetyltransferase, domain 1
1.10.3130.20	2	15	
1.10.3140.10	3	18	4-hydroxybutyryl-coa dehydratase, domain 1
1.10.3160.10	5	16	Bbcrasp-1
1.10.3170.10	1	5	Recbcd, chain B, domain 2
1.10.3180.10	1	3	DNA-binding domain of EIN3-like
1.10.3190.10	1	32	yfbu gene product, domain 2
1.10.3200.10	1	2	AF0941-like
1.10.3200.20	2	8	
1.10.3210.10	32	283	Hypothetical protein af1432
1.10.3210.30	4	22	
1.10.3210.40	1	1	
1.10.3210.50	1	2	
1.10.3230.10	1	2	YqbG-like
1.10.3230.20	1	24	
1.10.3230.30	1	13	
1.10.3250.10	1	4	type ii restriction endonuclease, domain 1
1.10.3260.10	5	15	DNA ligase, ATP-dependent, N-terminal domain
1.10.3270.10	4	89	HMGR, N-terminal domain
1.10.3280.10	1	3	Siroheme synthase; domain 3
1.10.3290.10	10	111	Fido-like domain
1.10.3290.20	1	4	
1.10.3300.10	1	2	Jann2411-like domain
1.10.3320.10	1	1	pa2218 like domain
1.10.3330.10	4	26	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
1.10.3340.10	2	4	SMc04008-like
1.10.3350.10	2	8	HP0242-like domain
1.10.3350.20	1	1	
1.10.3360.10	1	6	VPA0735-like domain
1.10.3370.10	2	8	SecY subunit domain
1.10.3380.10	3	14	Sec63 N-terminal domain-like domain
1.10.3380.20	1	1	
1.10.3380.30	4	12	
1.10.3390.10	1	13	YejL-like
1.10.3390.20	1	1	
1.10.3400.10	1	2	af_2093 domain like
1.10.3410.10	2	3	putative deoxyguanosinetriphosphate triphosphohydrolase like domain
1.10.3420.10	2	56	putative ntp pyrophosphohydrolase like domain
1.10.3430.10	4	67	Ammonium transporter AmtB like domains
1.10.3440.10	1	1	Sama2622-like
1.10.3450.10	2	2	TTHA0068-like
1.10.3450.20	1	4	
1.10.3450.30	1	1	
1.10.3450.40	2	9	
1.10.3460.10	5	24	Chlorophyll a/b binding protein domain
1.10.3470.10	2	20	ABC transporter involved in vitamin B12 uptake, BtuC
1.10.3480.10	2	22	TorD-like
1.10.3480.20	1	1	
1.10.3490.10	1	2	PH0156-like
1.10.3500.10	2	5	Tex N-terminal region-like 
1.10.3510.10	1	2	NMB0513-like
1.10.3520.10	5	78	Glycolipid transfer protein
1.10.3530.10	1	1	Api92-like
1.10.3540.10	1	2	uncharacterized protein from magnetospirillum magneticum domain
1.10.3550.10	2	3	eoxyguanosinetriphosphate triphosphohydrolase domain-like
1.10.3550.20	1	2	
1.10.3560.10	1	1	yst0336 like domain
1.10.3570.10	2	72	Rhabdovirus nucleocapsid protein like domain
1.10.3580.10	1	7	ATP12 ATPase
1.10.3590.10	1	22	acid-sensing ion channel 1 domain
1.10.3600.10	1	4	Putative bacterial toxin ydaT
1.10.3610.10	2	72	Nucleoprotein
1.10.3620.10	1	2	YdcF like domain
1.10.3630.10	1	10	yeast vps74-n-term truncation variant domain like
1.10.3640.10	1	2	Semialdehyde dehydrogenase-like, C-terminal
1.10.3650.10	1	12	nitrate reductase domain like
1.10.3660.10	5	29	6-phosphogluconate dehydrogenase C-terminal like domain
1.10.3670.10	2	6	Putative xylanase like domain
1.10.3680.10	3	7	TerB-like
1.10.3680.20	1	8	
1.10.3690.10	1	8	PA2222-like domain
1.10.3700.10	1	2	AGR C 984p-like
1.10.3710.10	4	24	DNA polymerase III clamp loader subunits, C-terminal domain
1.10.3720.10	7	60	MetI-like
1.10.3730.10	4	81	ProC C-terminal domain-like
1.10.3730.20	1	8	
1.10.3730.30	1	1	
1.10.3730.40	1	20	
1.10.3740.10	2	3	SSO1389-like domains
1.10.3750.10	1	3	YhaI-like
1.10.3760.10	1	9	PgpA-like
1.10.3780.10	2	13	SusD-like
1.10.3790.10	1	2	NinB
1.10.3800.10	1	2	ADP-ribosylation domain
1.10.3810.10	4	23	Biosynthetic peptidoglycan transglycosylase-like
1.10.3820.10	1	8	Di-heme elbow motif domain
1.10.3830.10	1	3	Diacylglycerol kinase (DAGK) domain
1.10.3860.10	1	66	Sodium:dicarboxylate symporter
1.10.3870.10	1	1	AF1437-like domain superfamily
1.10.3880.10	2	4	Fe(II) trafficking protein YggX
1.10.3890.10	1	2	HflD-like
1.10.3900.10	1	7	YacF-like
1.10.3910.10	2	3	SP0561-like
1.10.3920.10	1	3	PA2201 C-terminal domain-like
1.10.3930.10	3	44	Arginine deiminase
1.10.3940.10	1	1	AF_0924 domain
1.10.3950.10	1	4	putative ecf-type sigma factor negative effector from bacillus cereus
1.10.3960.10	1	1	MG354-like
1.10.3970.10	1	1	BSD domain
1.10.3980.10	1	1	ApbE-like superfamily
1.10.3990.20	1	4	protein bp1543
1.10.4000.10	3	10	Flagellar transcriptional activator FlhD
1.10.4010.10	2	8	Type II deoxyuridine triphosphatase
1.10.4020.10	2	9	DNA breaking-rejoining enzymes
1.10.4030.10	1	4	Porin chaperone SurA, peptide-binding domain
1.10.4030.30	3	5	
1.10.4040.10	1	15	Penicillinase repressor domain
1.10.4050.10	1	1	Glutamine synthase adenylyltransferase GlnE
1.10.4060.10	1	2	BPP1347 like domain
1.10.4070.10	1	2	putative redox-enzyme maturation protein domain
1.10.4080.10	5	22	ADP-ribosylation/Crystallin J1
1.10.4090.10	1	42	Viral capsid, core domain supefamily, Hepatitis B virus
1.10.4100.10	2	6	2-methylcitrate dehydratase PrpD
1.10.4110.10	1	1	Salmonella invasion protein A, C-terminal actin-binding domain
1.10.4120.10	2	7	SopE-like, GEF domain
1.10.4120.20	2	10	
1.10.4140.10	1	13	effector protein (NleL)
1.10.4150.10	1	2	SipA N-terminal domain-like 
1.10.4160.10	1	1	Hydantoin permease
1.10.4170.10	1	1	Glycosylphosphatidylinositol-anchored merozoite surface protein
1.10.4180.10	1	1	Protein LEAFY
1.10.4190.10	1	1	Urease accessory protein UreF
1.10.4200.10	1	1	Triphosphoribosyl-dephospho-CoA protein
1.20.5.10	2	37	
1.20.5.20	1	3	
1.20.5.30	1	3	
1.20.5.40	1	10	
1.20.5.50	16	182	
1.20.5.70	2	10	
1.20.5.80	2	47	
1.20.5.90	1	3	
1.20.5.100	12	212	Cytochrome c1, transmembrane anchor, C-terminal
1.20.5.110	40	182	
1.20.5.120	1	7	Proteasome activator pa28, N-terminal domain
1.20.5.130	2	2	
1.20.5.140	2	3	
1.20.5.160	1	5	Bacterial aa3 type cytochrome c oxidase subunit IV
1.20.5.170	79	438	
1.20.5.190	4	24	
1.20.5.210	2	66	Cytochrome b-c1 complex subunit 8
1.20.5.220	13	37	
1.20.5.230	1	16	
1.20.5.240	1	8	
1.20.5.250	4	74	
1.20.5.260	2	64	Cytochrome b-c1 complex subunit 9
1.20.5.270	2	66	Ubiquinol cytochrome reductase, transmembrane domain
1.20.5.290	1	24	
1.20.5.300	7	33	
1.20.5.320	7	42	6-Phosphogluconate Dehydrogenase, domain 3
1.20.5.340	20	110	
1.20.5.350	4	12	
1.20.5.360	1	3	
1.20.5.370	5	33	
1.20.5.390	6	23	
1.20.5.400	2	15	
1.20.5.420	30	219	Immunoglobulin FC, subunit C
1.20.5.430	5	39	
1.20.5.440	8	42	ATP synthase delta/epsilon subunit, C-terminal domain
1.20.5.450	3	3	
1.20.5.460	11	23	Single helix bin
1.20.5.470	3	9	Single helix bin
1.20.5.480	1	2	Single helix bin
1.20.5.490	6	33	Single helix bin
1.20.5.500	5	11	Single helix bin
1.20.5.510	12	79	Single helix bin
1.20.5.520	1	1	Single helix bin
1.20.5.530	1	2	Single helix bin
1.20.5.540	4	55	Single helix bin
1.20.5.550	1	1	Single Helix bin
1.20.5.560	1	64	Single Heli x bin
1.20.5.570	2	6	Single helix bin
1.20.5.580	3	11	Single Helix bin
1.20.5.590	1	1	Single helix bin
1.20.5.600	1	1	Potassium channel, voltage dependent, Kv1.4, tandem inactivation domain
1.20.5.620	5	8	F1F0 ATP synthase subunit B, membrane domain
1.20.5.630	1	2	Integrin beta subunit, cytoplasmic domain
1.20.5.640	5	9	Single helix bin
1.20.5.650	2	4	Single helix bin
1.20.5.680	1	10	Single Helix bin
1.20.5.690	1	1	Importin-alpha, importin-beta-binding domain
1.20.5.700	3	34	Single helix bin
1.20.5.710	2	9	Single helix bin
1.20.5.730	4	13	Single helix bin
1.20.5.740	5	9	Single helix  bin
1.20.5.750	1	3	Moricin domain
1.20.5.760	1	1	Single helix bin
1.20.5.770	1	1	Single helix bin
1.20.5.780	3	4	Single helix bin
1.20.5.790	2	7	Single helix bin
1.20.5.800	1	2	Alr1493-like domains
1.20.5.810	3	28	AhpD-like 
1.20.5.820	2	10	Preprotein translocase SecE subunit
1.20.5.830	1	8	luxt domain from vibrio parahaemolyticus
1.20.5.840	1	2	hypothetical RNA methyltransferase 
1.20.5.850	1	1	Rbstp2229 protein
1.20.5.860	1	47	Photosystem II cytochrome b559, alpha subunit
1.20.5.870	1	106	Voltage-gated potassium channel
1.20.5.880	3	45	Photosystem II reaction center protein H
1.20.5.900	1	1	transmembrane domain of human cd4 
1.20.5.920	1	3	rhodobacter sphaeroides pufx membrane protein
1.20.5.930	2	4	Bicelle-embedded integrin alpha(iib) transmembrane segment
1.20.5.950	1	1	bacteriochlorophyll c-binding protein
1.20.5.960	1	4	Bacteriophage t4 gene product 9 (gp9)
1.20.5.970	1	2	Nonstructural RNA-binding protein
1.20.5.990	3	18	Nemo cc2-lz domain - 1d5 darpin complex 
1.20.5.1000	1	2	arf6 gtpase in complex with a specific effector, jip4 
1.20.5.1010	1	8	TRPM, tetramerisation domain
1.20.5.1030	1	1	Preprotein translocase secy subunit
1.20.5.1040	1	1	Sensor protein qsec.
1.20.5.1050	2	6	Coiled-coil dimerization domain from cortexillin I 
1.20.5.1060	1	8	Tetrabrachion 
1.20.5.1070	2	3	Head and neck region of the ectodomain of NDV fusion glycoprotein
1.20.5.1100	1	1	AF1437-like
1.20.5.1120	1	3	Capz alpha-1 subunit
1.20.5.1130	1	1	Connexin43
1.20.5.1140	1	2	Docking domain of the erythromycin polyketide synthase (DEBS)
1.20.5.1150	1	70	Ribosomal protein S8
1.20.5.1160	7	11	Vasodilator-stimulated phosphoprotein
1.20.5.1170	1	4	HIT-like
1.20.5.1180	6	47	Geminin coiled-coil domain 
1.20.5.1190	3	12	iswi atpase
1.20.5.1200	1	10	Alpha-tocopherol transfer 
1.20.5.1210	1	4	Integron cassette protein helical domain
1.20.5.1220	1	2	Regulatory protein rop
1.20.5.1230	1	4	Apolipoprotein A-I 
1.20.5.1240	1	2	Endo-n-acetylneuraminidase
1.20.10.10	1	1	Heat-stable enterotoxin B
1.20.20.10	4	376	F1F0 ATP synthase subunit C
1.20.20.20	1	8	
1.20.20.30	1	1	
1.20.50.10	1	3	Pheromone ER-1
1.20.50.20	3	16	
1.20.50.30	1	1	
1.20.50.40	3	5	
1.20.50.50	1	1	
1.20.50.60	1	1	
1.20.50.70	1	2	
1.20.50.80	1	2	
1.20.58.60	21	56	
1.20.58.70	6	26	
1.20.58.80	1	14	Phosphotransferase system, lactose/cellobiose-type IIA subunit
1.20.58.90	22	64	
1.20.58.100	8	134	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain
1.20.58.110	2	327	Ribosomal protein S20
1.20.58.120	7	71	BAG domain
1.20.58.130	1	2	
1.20.58.150	2	13	
1.20.58.160	3	15	
1.20.58.180	1	13	Class II aaRS and biotin synthetases; domain 2
1.20.58.190	3	50	Translin; domain 1
1.20.58.200	2	45	Translin; domain 2
1.20.58.220	10	36	Phosphate transport system protein phou homolog 2; domain 2
1.20.58.240	2	4	STAT; domain 1
1.20.58.250	1	7	DNA polymerase III-theta
1.20.58.280	14	118	Hypothetical protein 1500032h18.
1.20.58.290	4	13	Hypothetical membrane protein ta0354_69_121.
1.20.58.300	2	3	FlgN-like
1.20.58.310	1	5	Polyphosphate kinase N-terminal domain
1.20.58.320	1	2	TPR-like 
1.20.58.340	8	132	Magnesium transport protein CorA, transmembrane region
1.20.58.350	1	4	Thioesterase/thiol ester dehydrase-isomerase
1.20.58.360	3	6	Shigella T3SS effector IpaH defines
1.20.58.370	1	12	MalF N-terminal region-like
1.20.58.380	3	8	Flagellar protein flit.
1.20.58.390	6	582	Neurotransmitter-gated ion-channel transmembrane domain
1.20.58.400	3	5	t-snare proteins 
1.20.58.410	2	12	Release factor
1.20.58.420	2	33	AHSP
1.20.58.430	1	1	Type IV secretion system, VirB5-domain
1.20.58.440	1	1	choline binding protein A
1.20.58.450	1	1	Cell division control protein 42 homolog
1.20.58.460	3	69	Hyaluronidase post-catalytic domain-like 
1.20.58.470	1	3	
1.20.58.480	5	85	
1.20.58.500	1	3	
1.20.58.510	1	6	
1.20.58.520	1	1	
1.20.58.530	4	62	
1.20.58.540	1	3	
1.20.58.550	1	8	
1.20.58.560	1	6	
1.20.58.570	1	33	
1.20.58.580	2	59	
1.20.58.590	1	7	
1.20.58.600	1	4	
1.20.58.610	1	3	
1.20.58.620	1	1	
1.20.58.630	2	11	
1.20.58.650	1	4	
1.20.58.660	1	1	
1.20.58.670	2	5	
1.20.58.680	1	4	
1.20.58.690	1	8	
1.20.58.700	1	2	
1.20.58.710	1	9	
1.20.58.720	2	7	
1.20.58.730	1	1	
1.20.58.740	2	8	
1.20.58.750	1	1	
1.20.58.760	1	35	
1.20.58.770	1	1	
1.20.58.780	1	1	
1.20.58.790	1	1	
1.20.58.800	3	64	
1.20.58.810	1	3	
1.20.58.820	1	3	
1.20.58.830	5	20	
1.20.58.840	1	5	
1.20.58.850	2	2	
1.20.58.860	1	3	
1.20.58.870	1	2	
1.20.58.880	1	2	
1.20.58.890	1	6	
1.20.58.900	3	9	
1.20.58.910	1	2	
1.20.58.920	2	7	
1.20.58.930	2	8	
1.20.58.940	1	2	
1.20.58.950	1	1	
1.20.58.960	1	1	
1.20.58.970	1	3	
1.20.58.980	1	1	
1.20.58.990	1	3	
1.20.58.1000	4	19	
1.20.58.1010	1	2	
1.20.58.1020	1	7	
1.20.58.1030	5	16	
1.20.58.1040	1	3	
1.20.58.1050	1	3	
1.20.58.1060	1	2	
1.20.58.1070	2	22	
1.20.58.1080	1	2	
1.20.58.1090	1	2	
1.20.58.1100	1	2	
1.20.58.1110	1	8	
1.20.58.1120	2	12	
1.20.58.1130	1	18	
1.20.58.1140	1	2	
1.20.58.1150	1	2	
1.20.58.1160	1	6	
1.20.58.1170	1	24	
1.20.58.1180	1	1	
1.20.58.1190	2	18	
1.20.58.1200	1	4	
1.20.58.1210	1	1	
1.20.58.1220	1	1	
1.20.58.1230	1	3	
1.20.58.1240	1	1	
1.20.58.1250	1	1	
1.20.58.1260	3	3	
1.20.58.1270	1	1	
1.20.58.1280	2	19	
1.20.58.1290	4	8	
1.20.58.1300	1	18	
1.20.58.1310	1	6	
1.20.58.1320	1	8	
1.20.58.1330	1	6	
1.20.58.1340	1	1	
